,neg,neu,pos,compound
"halang present respectfully troud bonge, the main winner of scbd sudirman citayam bojonggede depok fashion week category playing difficult puzzles at night all about bandung, west java",0.074,0.68,0.246,0.7003
winter fall ling doll's brother you see scbd fashion week,0.0,1.0,0.0,0.0
scbd fashion week httpstcoiklymijphh,0.0,1.0,0.0,0.0
"starbucks traveling around often drinking, choosing to hang out, cheap prices, starling, easy to find trade, characteristic of thermos bikes, available in Citayam fashion week, redputihcom, warganaikclass, starling citayam scbd httpstcoivnxxv",0.0,0.912,0.088,0.4404
enginafess get well soon ayang let fashion week scbd get well soon jake getwellsoonjake jake enhypen enhypen members enhypen httpstcoovqyzclrj,0.0,0.811,0.189,0.4939
guess the scbd kid shifted someone you know who made the Citayem fashion week street,0.0,1.0,0.0,0.0
"bonge viral citayam fashion week buy a toyotaid alphard on the edge of jakarta rich people poor jakarta don't see infographics from the republic, yes httpstcojddeuvvve scbd jakarta m poor",0.17,0.658,0.173,0.0258
"the style of Citayam Fashion Week CFW in the style of a teenager scbd Sudirman Citayam Bojonggede Depok is busy circulating social media as an artist, trying to find out the trend of young people from the Sangga area, Jakarta, video httpstcowdiquyp",0.0,1.0,0.0,0.0
youth activity citayam fashion week scbd wib limit httpstcofgrrqggj,0.0,1.0,0.0,0.0
"Children want motorbikes, scbd citayam fashion week, scbd citayam fashion week, stationsbni citayam bojonggede, depok sudirman garage online httpstcoszfysicghx httpstcoivskwwjk",0.0,0.936,0.064,0.0772
"rt sigitwid last Sunday night, thousands of residents were hit by aniesbaswedan flood and chose the location of Citayam Fashion Week",0.0,1.0,0.0,0.0
"JCC Jakarta, he welcomed him cheerfully, didn't he or those who visited scbd fashion week httpstcoeskseqos",0.0,0.718,0.282,0.6705
turn to ridwan kamil catwalk spot citayam fashion week complete check instagram elganggafm info news news ridwankamil kangemil governor catwalk citayamfashionweek dukuhatas sudirman scbd jakarta httpstcopnvraomp,0.0,1.0,0.0,0.0
"Anies Baswedan Ridwan Kamil's style fights like a Citayam Fashion Week model, Anies Baswedan Ridwan Kamil Kangemil Scbd Citayamfashionweek httpstcogcjcswofz tribunkaltim",0.116,0.776,0.108,-0.0516
"daniels dc while in kebon sirih fashion week, slide scbd",0.0,1.0,0.0,0.0
"the scbd area is busy talking about social media, the phenomenon of citayam fashion week catwalk zebra cross visiting the area",0.0,1.0,0.0,0.0
anies baswedan jajal catwalk citayam fashion week ala teenager cool scbd read the full httpstcojgecbvlrw mataindonesia aniesbaswdan catwalk citayamfashionweek scbd,0.0,0.892,0.108,0.3182
"waaahhh scbd fashion week if you bump into fetamburam and the gang, it can be changed, thank you httpstcorxejullh",0.0,0.878,0.122,0.3612
santorinissun waaahhh scbd fashion week if you bump into fetamburam and the gang it can be changed,0.0,1.0,0.0,0.0
profile of bonge pentol citayam fashion week scbd jakarta amen viral youtube httpstcospasmthcjo,0.0,1.0,0.0,0.0
profile of bonge pentol citayam fashion week scbd jakarta amen viral youtube httpstcolzkdgyddh,0.0,1.0,0.0,0.0
rt ready to teach ridwan kamil & anies baswedan the ambassador of the european union to compete for the citayam style fashion week ready to learn ridwankamil an,0.0,0.833,0.167,0.6124
stale survey of scbd fashion week events httpstcovqkwivu,0.0,1.0,0.0,0.0
Then the phenomenon of reproduction of the Citayam Fashion Week scbd pulls,0.0,1.0,0.0,0.0
monday friday scbd employees saturday sunday join citayem fashion week httpstcoetmjuueeds,0.0,0.82,0.18,0.296
"the news doesn't sell well, the country, the stage of appreciation for the abg scbd fashion week, becomes a topic of discussion until the ministers appear on private tv, sadly httpstcosdvhiatays",0.132,0.773,0.095,-0.0808
"I didn't comment on Citayam Fashion Week, I just couldn't get it, plus I didn't intend to play Scbd, I'm lazy, I'm too busy, I've opened Syopai, I've already supported the Syopai banner, I support paying for kpop idols, it's better for local children's money httpstcootubkyp",0.092,0.748,0.16,0.521
ridwan kamil & anies baswedan the European Union ambassador competes for the citayam fashion week ready to learn ridwankamil aniesbaswedan citayamfashionweek scbd catwalk httpstcokvbfozr,0.0,0.898,0.102,0.3612
those who don't scbd citayam fashion week just pass the mic lur,0.0,1.0,0.0,0.0
"kang emil hope scbd youths keep it clean, keep content, jamming home, midfielder, make creative positives httpstcoyawwrrcij",0.0,0.522,0.478,0.8979
riah citayam fashion week ridwan kamil sends message to children from scbd source ridwankamil on ig httpstcokuqyyrzope,0.0,1.0,0.0,0.0
harajuku the term appears citayam fashion week scbd user story httpst cozhsp cod,0.0,1.0,0.0,0.0
scbd youth base likes to hang out hamlet Cipta Citayam fashion week httpstcobgtdjjiif wartakotalive citayamfashionweek teenagerscbd,0.0,0.843,0.157,0.4215
you link https t co hwswjmie tag whatsapp citayam fashion week scbd haaland cable utbk center native actor jin ms teams gmail island race rinca mas adam didu inul mark lee httpstcopwmnaoxdi,0.0,1.0,0.0,0.0
shirt basic link httpstcogykckjc tag whatsapp citayem fashion week scbd haaland cable utbk center native actor jin ms teams gmail island race rinca mas adam didu inul mark lee httpstcobnuudwdk,0.0,1.0,0.0,0.0
susipudjiastuti aniesbaswedan ridwankamil sus sus doesn't surf scbd ma'am if you meet a quirky soulful child let me know if citayam fashion week treats ice kobok like those who buy scbd children,0.0,0.923,0.077,0.3612
this is cool httpstcoqopxrmmr citayamfashionweek scbd bonge jejeslebew sudirman jakartafashionweek paulaverhoven paulabaimwong kurmabonge,0.0,0.839,0.161,0.3182
ridwan kamil citayam fashion week tawur mending fashion show kumpar record scbd agenda httpstcossahamw,0.0,1.0,0.0,0.0
vibes citayam fashion week broad model valerie veronika paula verhoeven replace governor of west java ridwan kamil jajal catwalk scbd httpstcoyawizkwdy,0.0,1.0,0.0,0.0
"regional head like kang ridwankamil international model swaying citayem fashion week trendyklu ganharpranowo catwalk scbd why do I wear traditional clothes so that I'm a nationalist, I want to have an image",0.0,0.877,0.123,0.4215
rt celebdotid message ridwan kamil anak scbd celebritiesdotid infoceleb latest ridwankamil buddy rk httpstcohcucoal,0.0,1.0,0.0,0.0
message ridwan kamil anak scbd celebritiesdotid infocelebterkini ridwankamil buddy rk httpstcohcucoal,0.0,1.0,0.0,0.0
sixplus ridwan kamil is full of citayam fashion week scbd httpstcohpvqpszk,0.0,1.0,0.0,0.0
sunwoo citayam fashion week wedding scbd building aka working overtime for u httpstcotctnyite,0.0,1.0,0.0,0.0
tell me if you are fashion week scbd koling koling me okay,0.0,0.853,0.147,0.2263
bonge citayam buys a motorbike thanks to the viral social media of citayam fashion week scbd httpstcolgjxbiufwd,0.0,0.838,0.162,0.4404
turn to ridwan kamil performs Citayam fashion week read in full httpstcoyjjbyqjqj mataindonesia ridwankamil citayamfashionweek performs scbd,0.0,1.0,0.0,0.0
fairytale if fashion week scbd forget my colling,0.213,0.787,0.0,-0.2263
"komjen lesgoo, if jamet is with scbd fashion week, just tell me",0.0,1.0,0.0,0.0
ridwan kamil citayam fashion week with mamang ojol httpstcoivfktrc this is the ridwankamil citayamfashionweek newspaper scbd catwalk entertainment info update httpstcogosbfhrw,0.0,0.877,0.123,0.4215
RT emtezet give away pulses can be about the DKI Culture Office supporting Citayam Fashion,0.0,0.828,0.172,0.4404
ridwan Kamil tells the story of the euphoria of Citayam Fashion Week attending the Jakarta meeting while the city of Ridwan Kamil passed by had a chance to try out the Citayam Fashion Week catwalk Vradio viral update trending info ridwankamil scbd httpstcopeajlpvn,0.0,0.864,0.136,0.743
ridwan kamil tries catwalk citayam fashion week attends scbd meeting sudirman governor of jakarta httpstcotdhxbdjghc,0.0,1.0,0.0,0.0
weekly show citayem fashion week scbd httpstcojautsmmpyv,0.0,1.0,0.0,0.0
ridwan kamil lenggok citayam fashion week driver ojol message youth scbd httpstcovzzoxwd,0.0,1.0,0.0,0.0
"You know, it's better if I go fashion week scbd",0.0,0.734,0.266,0.4404
"video ridwan kamil celebrates Citayam fashion week scbd ridwan kamil celebrates Citayam fashion week scbd meeting in the Sudirman area, Kang Emil invites motorcycle taxi drivers to a fashion show httpstcoudzvanjbtv",0.0,0.791,0.209,0.8126
police phenomenon catwalk citayam fashion week permits citayem fashionweek citayam citayam fashion week scbd sudirman httpstcofcmadktn,0.0,1.0,0.0,0.0
Ridwan Kamil's return to Hajj is crowded with Citayam fashion week with ojol scbd outfits cans canned back from Hajj Ridwan Kamil invites Anies Baswedan to crowded Citayam Fashion Weekia wearing cool brown outfits httpstcoesajjehr,0.0,0.937,0.063,0.3182
citayam aji children's religion test citayam fashion week scbd httpstcoianibsml,0.0,1.0,0.0,0.0
citayam fashion week scbd fashion show we used to said on the street,0.0,1.0,0.0,0.0
"Anies tries to walk on the viral sidewalk, the children of the scbd, Sudirmancitayam, Bojonggede, Depok, Riah, Citayam, Fashion Week, if Fumin is sharing the street furniture in the Scbd Trolley, the street furniture product is httpstcobujhpzdhh",0.0,0.928,0.072,0.4215
the phenomenon of citayam fashion week viral scbd teens sleeping and reaping the spotlight of slum netizens httpstcojbgleebs,0.0,1.0,0.0,0.0
pisudesu fishkidneys sryadiptra poo teletabis youthgabut ashadow halite papi sudirman central business district context thread slang scbd refer to citayem fashion week st dukuh bni jakpus,0.0,1.0,0.0,0.0
dki jakarta president d scbd fashion week slebew https cogsereshgf,0.0,1.0,0.0,0.0
viral term Citayam Fashion Week Sandiaga Uno calls it haradukuh Citayamfashionweek Citayemfashionweek Citayem SCBD httpstconfbpitq,0.0,1.0,0.0,0.0
scbd citayam fashion week httpstcolrhxsul wartakotalive citayamfashionweek jakarta teenagers,0.0,1.0,0.0,0.0
hook scbd fashion week ikn issue httpstcotvbnbqf,0.0,1.0,0.0,0.0
Arie Profits Comments Phenomenon Citayam Fashion Week Soft SCBD Teen Bones httpstcoclrhfmdvcd,0.0,0.791,0.209,0.4404
rt tribunnews showing off the style of Citayam fashion week coming cuan abg scbd httpstcoioqmrhj,0.0,1.0,0.0,0.0
rt mrsrachelin really disturbed the discipline of youth scbd disrupted the order of the citayam fashion w,0.162,0.838,0.0,-0.4391
show off the style of Citayam fashion week coming cuan abg scbd httpstcoioqmrhj,0.0,1.0,0.0,0.0
httpstconvhbdgrk citayamfashionweek scbd ridwankamil aniesbaswedan paulaverhoeven baimwong,0.0,1.0,0.0,0.0
"invite anies baswedan ridwan kamil, popular Citayam fashion week ojol scbd httpstcolwfsuaxm",0.0,0.694,0.306,0.5267
scbd teens are willing to change outfits at Kali Mejeng Citayam Fashion Week Borrow and Buy from Tanah Abang National httpstcoobhbwkglb httpstcozqniuwxgsz,0.0,1.0,0.0,0.0
"the mayor of the scbd phenomenon, Depok residents, the phenomenon of sudirman citayam bojonggede depok scbd public spotlight on one of the citayam fashion week httpstcoroffxse",0.0,1.0,0.0,0.0
I'm so bored when I talk about Citayem Fashion Week ScBD Hadeh Auto Skip,0.166,0.834,0.0,-0.3384
Ridwan Kamil's Action Lenggang Citayam Fashion Week Scbd Message Anies Baswedan Tribunkaltim Ridwankamil Aniesbaswedan SCBD Citayamfashionweek httpstcofdcntung tribunkaltim,0.0,1.0,0.0,0.0
It's true that scbd youths are disrupting the orderliness of the Citayam Fashion Week title httpstcoxboihdlxge,0.0,0.843,0.157,0.4215
anies baswedan creates space tara jakarta citayam fashion week tribunkaltim citayamfahionweek anies scbd httpstcobwqeenv tribunkaltim,0.0,0.87,0.13,0.2732
rt moanamenfess moa yesterday fashion week scbd did you see it or not httpstcozjihhxdt,0.0,1.0,0.0,0.0
"the creativity of scbd children in the style of Citayam fashion week, social assistance, hold on to real supermodel artists who follow apesih style",0.0,0.898,0.102,0.3818
"It's really fast, I changed the image of Mbakmas scbd, the viral office outfit, wearing a bag, shirt, shoe, belt, to a branded lanyard, now Citayam Fashion Week, the style and the price of the outfit are different",0.0,1.0,0.0,0.0
eka just latepost scbd fashion week,0.0,1.0,0.0,0.0
Ridwan Kamil's style is loose scbd Citayam fashion week viral httpstcomawpeus,0.187,0.813,0.0,-0.3182
"citayam fashion week, the prize of jt anjir, if my house was earthquake, Citayamfashionweek scbd bni",0.0,0.729,0.271,0.6369
scbd fashion week hamlet hamlet httpstcopqkqrfrcbd,0.0,1.0,0.0,0.0
pay attention to citayam fashion week scbd think actually w ken fashionable w money w doesn't support,0.234,0.766,0.0,-0.3935
The rt id indicator phenomenon of Citayam Fashion Week CFW is busy talking about social media netizens except for datamin e,0.0,1.0,0.0,0.0
adu style pa aniesbaswedan vs ridwankamil scbd fashion week riplion arrestferdysambo suneo giselle tiktoklive snoop dogg rafathar dishub httpstcoyvrzdtyf,0.0,1.0,0.0,0.0
my papi out of nowhere scbd let's see citayem fashion week i'm so scared when bokap w joins the catwalk,0.172,0.828,0.0,-0.5777
which photo is scbd fashion week bom httpstcoyhqvwqvnz,0.0,1.0,0.0,0.0
afternoon interview innews topic fashion show week scbd httpstcocqcdchak,0.0,1.0,0.0,0.0
"Here's scbd fashion week, but replace the drink with tight plastic, okay? httpstcogqdntsgax",0.0,0.836,0.164,0.3291
ridwankamil aniesbaswedan challenges ridwankamil aniesbaswedan fashion week scbd,0.0,0.843,0.157,0.0772
"balloonkulim emakemohvaccin, rickdeniro, stupid people, gin, don't play the field market, people are normal, no prokas, noh, scbd, fashion week, solid, no life masks",0.323,0.624,0.053,-0.804
"Friend of the Indonesian National Police, the phenomenon of SCBD Sudirman Citayam Bojong Gede, Depok, knows Citayam Fashion Week, Sudirman, Jakarta, Highlights httpstcogldekfei httpstcouercpigfq httpstcovuzwquvt",0.0,0.882,0.118,0.4939
ridwan kamil vs anak scbd citayam fashion week ridwan kamil s httpstcodmekge via youtube,0.0,1.0,0.0,0.0
caratstalk let's join scbd fashion week bro,0.0,0.732,0.268,0.296
"give away credit can be about dki culture service, support citayam fashion week, central jakarta mayor is reluctant to interfere with the function of facilities httpstcoazjrnguph",0.066,0.759,0.175,0.5106
viral bonge showing off toyota vellfire price specifications for citayam fashion week scbd httpstcosmictzqypc bonge jeje jejeslebew roycitayam citayamfashionweek citayemfashionweek scbd bpkb npwp night seulgi jaehyun joshua cable dishub aamir per jaan danco,0.0,1.0,0.0,0.0
viral bonge showing off toyota vellfire price specifications for citayam fashion week scbd httpstcosmictzqypc bonge jeje jejeslebew roycitayam citayamfashionweek citayemfashionweek scbd ruanggurubts onepiece catchferdysambo earthquake kimseonho kimgoeun darari,0.0,1.0,0.0,0.0
ridwan kamil citayam fashion week with ojol praises the creativity of scbd youth httpstcoqmojpgr tempovideo,0.0,0.684,0.316,0.7184
aniesbaswedan sir personal peeters kris dubesunieropa dkijakarta messed up boss boss has already competed with Citayem fashion week scbd the results of work are being exhibited cheerfully look sorry httpstcobazfntekmq,0.109,0.799,0.092,0.1027
public space scbd area domination of hundred teenagers Citayam bojong gede depok httpstcocvyrbcnxf,0.091,0.909,0.0,-0.0516
raisa appears outfit netizen citayam fashion week scbd httpstcoqszdtyiuic arrestferdysambo dancow aamir khan ruanggurubts kimseonho persija gvardiol cable circle jaehyun onepiece mahalini conan earthquake firza wife ahok allahu akbar didu,0.0,1.0,0.0,0.0
ridwan kamil lost to a lot of citayam fashion week outfit playing ridwankamil scbd citayemfashionweek httpstcojwwbltin via youtube,0.12,0.785,0.094,-0.128
raisa shows outfit netizen citayam fashion week scbd httpstcoqszdtyiuic raisa citayemfashionweek citayamfashionweek scbd bonge jejeslebew jeje roycitayam,0.0,1.0,0.0,0.0
"citayam fashion week mushroom moon calls slebew scbd viral jeje bonge idol content creators looking for money making cbd content hold on, genpico citayamfashionweek httpstcomqukqhfmv",0.0,1.0,0.0,0.0
rt tempodotco received award for nirwasita tantra minister lhk ridwan kamil jajal catwalk ala teenager scbd willing,0.0,0.821,0.179,0.5423
Citayem fashion week is very busy with scbd,0.0,1.0,0.0,0.0
jeje slebew citayam fashion week scbd risk responsibility httpstcosdabpy jejeslebew jeje citayamfashionweek citayam roycitayam bonge scbd kimseonho ruanggurubts onepiece jaehyun gvardiol earthquake catchferdysambo,0.087,0.913,0.0,-0.2732
jeje slebew citayam fashion week scbd risk responsibility httpstcosdabpy jejeslebew jeje citayamfashionweek citayam roycitayam bonge scbd mahalini conan firza wife of Allah akbar didu ahok farhan jijima aamir khan dancow persija kebel circle,0.062,0.938,0.0,-0.2732
rt tempodotco anies baswedan jajal catwalk ala Citayam fashion week dukuh cool teenager scbd httpstcoiancnqzd tempo,0.0,0.867,0.133,0.3182
Received the award for nirwasita tantra minister LHK ridwan kamil jajal catwalk ala teenager scbd sudirman citayam bojonggede depok citayam fashion week hamlet jakarta tempometro httpstcoopeapifxf,0.0,0.877,0.123,0.5423
West Java governor kajarta meeting ridwan kamil citayam fashion week message for scbd children httpstcodtmwzyuk,0.0,1.0,0.0,0.0
"ridwan kamil, the road is suitable for the sudirman area, the initial motorcycle taxi driver, right side httpstcocqbwdpjvlw",0.0,1.0,0.0,0.0
sunyong won't join scbd fashion week httpstcotijtcrf,0.239,0.761,0.0,-0.2235
"sidkovlean, do you know scbd's children, don't you know it's a lot of citayam fashion week not scbd fashion week",0.0,1.0,0.0,0.0
This caratstalk is really suitable for scbd fashion week,0.0,1.0,0.0,0.0
scbd fashion week seventeen citayam bojong depok fashion week,0.0,1.0,0.0,0.0
wkwkwkwkwk jammed scbd fashion week huh,0.0,1.0,0.0,0.0
shua ga join scbd fashion week httpstcosfynxtv,0.0,0.732,0.268,0.296
Citayam fashion week raises world-class models join the scbd gang httpstcojkumezxjr,0.0,0.82,0.18,0.296
waiting for the turn for the catwalk citayem fashion week scbd httpstconpjnpjrk,0.0,1.0,0.0,0.0
model paula verhoeven visits scbd kids hanging out video comes viral social media tiktok catwalk citayamfashionweek httpstcoqnwqprips,0.0,1.0,0.0,0.0
governor of dki jakarta anies baswedan anies lenggang like a teenager scbd fashion show week crossing the hamlet area of ​​central jakarta catwalk citayamfashionweek httpstcopwnjonkz,0.0,0.902,0.098,0.3612
Joshua's caratstalk just finished scbd citayem fashion week,0.0,1.0,0.0,0.0
ridwan kamil citayam fashion week scbd governor of west java ridwan kamil celebrates citayam fashion week sudirman central jakarta kang emil sapa ridwan kamil attends scbd regional meeting httpstcoromqwwtrne,0.0,0.883,0.117,0.5719
ridwan kamil visits the scbd area like a model for the citayam fashion week httpstcotdyteyypj citayamfashionweek ridwankamil scbd,0.0,0.865,0.135,0.3612
"Be sensitive, madam, with Citayam Fashion Week SCBD",0.0,1.0,0.0,0.0
visit scbd ridwan kamil style like a citayam fashion week model httpstcontraijn,0.0,0.8,0.2,0.3612
kang emil citayam fashion week httpstcoxznkybnoap info ridwankamil golaliid golaliid ridwan kamil bonge scbd,0.0,1.0,0.0,0.0
kang emil fashion show citayam fashion week scbd httpstcoruhcjcpve info ridwankamil golalidotid golaliid ridwan kamil bonge,0.0,1.0,0.0,0.0
scbdclsd has joined scbd fashion week not yet httpstcofhqxidqw,0.0,1.0,0.0,0.0
royals join fashion week like scbd,0.0,0.46,0.54,0.5719
rt vdvc talk crowded Citayam fashion week deputy mayor depok imam Budi Hartono sidewalk width meters,0.0,1.0,0.0,0.0
"After the showcase xh scbd fashion week, I'm not surprised, wow",0.345,0.655,0.0,-0.5773
papa is obsessed with scbd fashion week,0.221,0.779,0.0,-0.1779
"Watch the news of the content of Citayam Fashion Week, Kepo, Pgn, SCBD, when I meet Bonge and Korma",0.0,1.0,0.0,0.0
"Citayam fashion week confiscates new attention from the governor of DKI Jakarta, Anies Baswedan, directly to the location of Jalan Hamlet, Governor of Jakarta, Aniesbaswedan, Citayamfashionweek httpstcotumcigg",0.0,1.0,0.0,0.0
crowded citayam fashion week deputy mayor depok imam budi hartono sidewalk width meters vdvctalk citayamfashionweek scbd sudirman dukutas depok sidewalks httpstcodwzxrce,0.0,1.0,0.0,0.0
rt jus dalle is rushing to be relevant scbd fashion week tiktok contemporary sub-culture sticks out,0.0,1.0,0.0,0.0
litha thaaa just until ultramen fashion week scbd,0.0,1.0,0.0,0.0
viral youth scbd citayam fashion week sleeping in the pedestrian area sudirman built by the PP Satpol httpstcoeedhb via tribunjatim,0.0,1.0,0.0,0.0
viral scbd teens sleeping in the sudirman area netizens Citayem fashion week httpstcoadhakhfpp,0.0,1.0,0.0,0.0
"social media is crowded with the phenomenon of Citayam Fashion Week, South Jakarta SCBD httpstcowialzoas",0.0,1.0,0.0,0.0
social media is crowded with the phenomenon of citayam fashion week scbd south jakarta detiknetwork httpstcoztwmffuix,0.0,1.0,0.0,0.0
"I'm using a mobile phone, scbd citayam fashion week edition httpstcokyclazvbh citayam fashion week scbd dukuhatas grandindo jakpus",0.0,1.0,0.0,0.0
abg booming Citayam fashion week sudirman jakarta httpstcozpbwycnvn citayam fashion week scbd dukuhatas pacificplace,0.0,1.0,0.0,0.0
"the phenomenon of scbd citayem fashion week, coordinating minister for PMK, ordinary young people are bored tribunnews httpstcoooeskvjz opsiin httpstcowweshevm",0.1,0.9,0.0,-0.2732
before the scbd and citayam fashion week got hyped httpstcorxmtcicmf,0.0,1.0,0.0,0.0
planetary creatures bring in clowns buzzerrp palace guard release event Citayam fashion week scbd httpstcoxvancbylzu,0.0,1.0,0.0,0.0
rt fardhian to all local brands dont you guys want to respond the happening scbd sudirman citayem bojonggede depok fashion week with t,0.055,0.945,0.0,-0.0572
i love the idea of ​​citayem fashion week and scbd thing it allowed you to express yourself without any judgment or feel weird because everyone is as extra as you,0.052,0.821,0.128,0.5423
rt yuswohady citayam fashion week week scbd phenomenon sudirman citayam bojong gede depok citayam fashion we,0.0,1.0,0.0,0.0
"Friend of the Indonesian National Police, the phenomenon of SCBD Sudirman Citayam Bojong Gede, Depok, knows Citayam Fashion Week, Sudirman, Jakarta, Highlights httpstcokmlctyzy httpstcoajaqsqagu",0.0,0.878,0.122,0.4939
"steal the styles are cool citayam fashion week bitzen bz women's fashion glasses sunglasses red polarized rp shop bitzen fashion tokopedia free shipping, you know httpstconeqysj cfw citayamfashionweek citayemfashionweek scbd",0.088,0.718,0.193,0.4215
"Paula Verhoeven is happy to meet one of the teenagers in scbd citayam fashion week, the name is bonge httpstcosqzcytig",0.0,0.837,0.163,0.5719
"famous for the phenomenon of Citayam Fashion Week scbd, hamlet area pay attention to the deputy governor of DKI Jakarta, Ahmad Riza Patria, pay attention to Ahmad Riza Patria, memorized the name of the icon for the child's icon scbd jeje bonge roy httpstcoiygbsisj",0.062,0.938,0.0,-0.2023
"governor of dki jakarta, anies baswedan invites the european union, catwalk citayam fashion week httpstcogwqmdndkgh anies baswedan governor of dki jakarta citayam fashionweek unieropa phenomenon scbd catwalk money indonesia national prmn mind the people",0.0,1.0,0.0,0.0
scbd lsd pdkt fashion week scbd night,0.0,1.0,0.0,0.0
young bonge citayam fashion week scbd viral httpstcocnfwyrp,0.0,1.0,0.0,0.0
trainveller Sayadito iso ae nek access to easy transportation scbd fashion week public space easy access to public space surabaya already plural contents tfsurabaya cakasana faizaloktaw,0.0,0.805,0.195,0.7003
"Legaklenggok Citayam fashion week booster remembers megapolitan city, the term Citayam Fashion Week, serious response, Deputy Mayor of Depok, Imam Budi Hartono, phenomenon of youth scbd sign httpstcowsfnhjgacp",0.046,0.954,0.0,-0.0772
"Talking about the phenomenon of Citayam Fashion Week hanging out with SCBD, I highlighted the substance of being active in the fashion show, anticipating the negative impact of targeting the age range economy class.",0.099,0.829,0.072,-0.25
"the phenomenon of citayem fashion week scbd insinuating the local government of Depok, the arrangement of the city of attraction",0.0,0.864,0.136,0.4588
the blessing of citayam fashion week viral abg scbd receives honorarium for hundreds of thousands of tribunnews httpstcokrxxgxjc options httpstcoylcgiig,0.0,0.786,0.214,0.5994
"Well, it's the end, and the land has really discussed fashion week scbd concert tour justin bieber so auliabiel hannfrhan goodbye, see u campusbrainers httpstcocagktogo",0.0,0.916,0.084,0.2732
scbd see citayem fashion week httpstcopygqik,0.0,1.0,0.0,0.0
splcyboss fwbess better order fashion week scbd,0.0,0.674,0.326,0.4404
"I go to SCBD, Jakarta is busy with fashion week, the children are very proud, Citayam Bogor, Tangerang, Tangerang, Sudirman station",0.0,0.848,0.152,0.5256
"Citayam fashion week has indeed gone viral, yes, the suburban children's quirky styles are viral than sis, sis, scbd, clothes, bags, lanyards, branded",0.0,0.891,0.109,0.4019
rt ayaaplomb is really cool citayem fashion week scbd chili satay seasoning queuing up rank chikuy bengek scbd citayamfashionweek https,0.0,0.88,0.12,0.3804
scbd guy likes citayem fashion week from yowngk httpstcokvleyipkw,0.0,0.741,0.259,0.4215
"What I'm afraid of is the phenomenon of fashion week, scbd, trash, what's hanging out is trash that doesn't have a place",0.0,1.0,0.0,0.0
"anies baswedan ridwan kamil the dark side of scbd citayam fashion week, thank you, wan aniesbaswedan dkijakarta, so that a clean jakarta that looks like this passes your eyes httpstcopxxevmjtrd",0.0,0.765,0.235,0.7893
mojolaban fashion week scbd sapen cangkol bekonang demak,0.0,1.0,0.0,0.0
"Paula Verhoeven joins Citayam Fashion Week, netizens immediately join Citayamfashionweek, Paulaverhoeven, SCBD, viral news, httpstcosbbnuhbwc",0.0,0.864,0.136,0.296
special appearance scbd citayam fashion week outfit really trucker hat short visor net boogie ready color check out gtgt httpstcoecgjiaqlc twitter scbd citayam fashion week michat bonge kurma,0.0,0.833,0.167,0.6369
recommendations for outfit Citayam fashion a la jeje bonge citayam fashion week sudirman citayem bojonggede depok scbd a thread httpstcoohiehxejfr,0.0,1.0,0.0,0.0
special appearance scbd citayam fashion week outfit really pet five panel boogie hat ready color check httpstconjtkmwah twitter scbd citayam fashion week michat bonge kurma httpstcoimvkilfy,0.0,0.822,0.178,0.6369
rt officialinewstv Anies tries to walk the viral sidewalk for the children of Citayam Fashion Week KSC complete https,0.0,1.0,0.0,0.0
"rt around inews Jakarta governor Anies Baswedan visits the hamlet area of ​​Jakarta, Pusa visits Anies viral",0.0,1.0,0.0,0.0
"good morning, aniesbaswedan moment invites the european union to go across the street like a viral youth scbd citayam fashion week the hamlet area bginiskrg the younger hwasyeek area httpstcocfkhbyvjz",0.0,0.833,0.167,0.6597
"Anies tries to walk the viral sidewalk for children, Citayam fashion week, complete ksc httpstcofxtmjymjh inews aniesbaswedan mrt station bnicity dukuhatas scbd ciatayamfashionweek unieropa viral transportation httpstcocccfow",0.0,1.0,0.0,0.0
"Governor of DKI Jakarta, Anies Baswedan, visits the hamlet area of ​​Jakarta, Pusa, visits Anies. Viral Citayam Fashion Week Pot, Citayamfashionweek, scbd, phenomena around inewssiang around inewsrcti httpstcoxwhehiv",0.0,1.0,0.0,0.0
viral video abg scbd sleeping bridge sudirman netizen dark side Citayam fashion week celebritiesdotid infoceleb latest httpstcouxxgrsez,0.0,1.0,0.0,0.0
"the style of the governor of dki jakarta, aniesbaswedan invites to lead a european investment bank catwalk zebra cross, hamlet area zebra cross location for the citayam fashion week anies try the catwalk a la scbd friends httpstconpvsav httpstcoscvejl",0.0,0.921,0.079,0.4767
want scbd fashion week,0.0,0.698,0.302,0.0772
"confused, overlapping, relevant, scbd fashion week, tiktok, contemporary sub-culture, emerges from the digital era, genealogy of shame",0.265,0.735,0.0,-0.6597
"rt nurhadi citayam fashion week scbd, the artist Baim Paula ria, Ricis Cinta Kuya, etc., has arrived",0.0,1.0,0.0,0.0
"Citayam fashion week scbd has arrived, artist Baim Paula Ricis, my love, etc., overrated, I just love seeing it disturb public spaces",0.093,0.619,0.289,0.7717
Social media,0.0,1.0,0.0,0.0
"scbd fashion week forms against people who are forced to look luxurious and expensive, praise me, weigh it down and get it",0.113,0.752,0.135,0.1531
DKI Jakarta governor Anies Baswedan urges the hamlet area to maintain a clean order httpstcomdaeripi,0.0,0.828,0.172,0.4019
"txtdrimedia, it's really cool, it's viral, I'm tired of working cars, I want to buy your car, scbd fashion week",0.127,0.702,0.171,-0.0018
moa yesterday fashion week scbd did you see it httpstcozjihhxdt,0.0,1.0,0.0,0.0
